Date,log_PTAX,log_Price_Arabica,log_Price_Robusta,log_Close_USD_60kg
2001-11-08,0.9388738038744131,3.7628266990660193,3.079613757534693,4.102919814424448
2001-11-09,0.9300752868447717,3.7549012496559335,3.0937660138253564,4.079701541390437
2001-11-13,0.9270328284060573,3.7560707036542595,3.093312601892855,4.083051577185897
2001-11-14,0.9281797762665686,3.7921127087555884,3.0937660138253564,4.185732971156395
2001-11-16,0.9318490707900077,3.806440242853081,3.109953417644014,4.164379862699348
2001-11-19,0.9224318366309181,3.7912103852113983,3.092405160814252,4.107281888108301
2001-11-20,0.9301936370431465,3.7727609380946383,3.080532875246456,4.111625016715243
2001-11-21,0.9325970581484648,3.7903072467440495,3.086943153607375,4.117027514820448
2001-11-26,0.9120417175847401,3.8225358389266098,3.1245651453969594,4.102919814424448
2001-11-27,0.9003239383520761,3.7846440760983158,3.1130707659712242,4.026876420928539
2001-11-28,0.9105543100222184,3.7784916128036232,3.1041381473977774,4.026876420928539
2001-11-29,0.9191665926196194,3.7607348912143643,3.0860299115347716,4.017397640986286
2001-11-30,0.9277053366894091,3.780774718818192,3.1018924693823817,4.031582240159489
2001-12-03,0.9030839043868734,3.778263015248622,3.1175073304799117,4.022148261824017
2001-12-04,0.8874384799671261,3.7816865037001426,3.1072736482868986,4.00542144993957
2001-12-05,0.8881381404545629,3.782142084573626,3.088311454847084,4.019775727147097
2001-12-06,0.8934314377280723,3.7909846770510898,3.0978374964911444,4.017397640986286
2001-12-07,0.875677048988858,3.7945899085360506,3.100092288878234,4.04092813839648
2001-12-10,0.8577713923948649,3.8073289343134804,3.1188344706879745,4.0524889607975565
2001-12-11,0.8508771613258297,3.794814804522605,3.092405160814252,4.061642377542104
2001-12-12,0.8565831894118707,3.8022081394209395,3.092858984284714,4.071840697053119
2001-12-13,0.8690733302650396,3.802654468372781,3.0878555624297968,4.067320984314129
2001-12-14,0.8687797492031033,3.7981821890043865,3.0823685802135374,4.0593618226666095
2001-12-17,0.8578138021151792,3.786913194385302,3.080073421987742,4.115949281793986
2001-12-18,0.8514321595256585,3.795938526407344,3.084200921541599,4.110540939606195
2001-12-19,0.8298610038757674,3.7945899085360506,3.077312260546414,4.127745730689882
2001-12-20,0.8416533888591693,3.8073289343134804,3.056356895370426,4.183718825670111
2001-12-21,0.8463402591763397,3.7918872041881655,3.064791809485486,4.122400982705356
2001-12-27,0.8422135284778393,3.7950396499423267,3.046425387869509,4.119180335296228
2001-12-28,0.8417395846097722,3.7916616487569623,3.0666566118906897,4.112707837304452
2002-01-02,0.8357745788097013,3.8170527678369193,3.0694473113762717,4.1372948101094735
2002-01-03,0.8299482220520906,3.832113622199844,3.0731561705187946,4.140457733743514
2002-01-04,0.8372908136400052,3.821441627196908,3.0610517396746335,4.162322201725742
2002-01-07,0.8513467952334901,3.826682958261131,3.068052935133617,4.156123850487913
2002-01-08,0.8524559630448272,3.821222641101649,3.0459499897146083,4.162322201725742
2002-01-09,0.8668483550602886,3.8575668196320874,3.072230244526716,4.208608115190035
2002-01-10,0.871125987919763,3.849083205654272,3.0601145324832593,4.2174187600075275
2002-01-11,0.8824443510903252,3.82319179172153,3.054001181677967,4.182710268081549
2002-01-14,0.8784642463336985,3.8392372357024933,3.0572976292121457,4.199719228055614
2002-01-15,0.8631009033600359,3.8550292839080256,3.080532875246456,4.196738569642103
2002-01-16,0.869911658687361,3.85248529271195,3.0855729775537806,4.176637390321016
2002-01-17,0.8603973998336151,3.8465240231954505,3.0754672415728446,4.168482369955703
2002-01-18,0.865081644467413,3.836437018471551,3.0809921175048145,4.138350283595486
2002-01-22,0.8614965797870164,3.829510583853682,3.065724645374026,4.1256112093243935
2002-01-23,0.8672685407885599,3.8400972658565573,3.0591764461105257,4.124542278437614
2002-01-24,0.8746767571536908,3.845883202923601,3.056356895370426,4.118104504387726
2002-01-25,0.8773835695586716,3.827771452980555,3.044998514856909,4.106193173012965
2002-01-28,0.884923896124655,3.8190301385789813,3.0392705755684744,4.087500989821872
2002-01-29,0.8851715128152852,3.817712325956905,3.031099417391282,4.079701541390437
2002-01-30,0.8913420865101901,3.820126990723609,3.0204248861443626,4.0897183363616785
2002-01-31,0.8830648139755278,3.8238473145244205,3.0233474405869645,4.088610235378315
2002-02-01,0.8821546699444728,3.8245024078986507,3.019448800171307,4.096340860112751
2002-02-04,0.884923896124655,3.819469023817538,3.0091419604639085,4.0974403486598225
2002-02-05,0.8843458852915029,3.8159525366774125,3.0041963519661206,4.083051577185897
2002-02-06,0.8840154433223664,3.8128654338949275,2.994231147427724,4.088610235378315
2002-02-07,0.8968224486787568,3.810211739281461,2.9806186357439426,4.081936145093959
2002-02-08,0.9038537117704719,3.8130862575681226,2.9816333491744893,4.076340159494271
2002-02-13,0.8850889807308905,3.8205653949393112,3.0032042883926917,4.050187498967776
2002-02-14,0.8857902864257713,3.8218794555751803,2.993730270883318,4.058219635506541
2002-02-15,0.8911780310590799,3.8249388985210326,2.998229153752578,4.066187770555289
2002-02-19,0.8857902864257713,3.830161978947826,3.0041963519661206,4.0593618226666095
2002-02-20,0.8872326042741419,3.841171264456195,3.0101281538377234,4.1309388725188025
2002-02-21,0.8854603214815526,3.856933039110186,3.0373539482448106,4.171548320813544
2002-02-22,0.8867795284997665,3.8370839187636525,3.0411835364579085,4.150929033610809
2002-02-25,0.8780487396172871,3.8159525366774125,3.0373539482448106,4.1309388725188025
2002-02-26,0.8732579620567352,3.8196883942253503,3.046425387869509,4.10510318812559
2002-02-27,0.8682342984584661,3.8196883942253503,3.046425387869509,4.078582364199645
2002-02-28,0.8536490772139743,3.834709902325476,3.077312260546414,4.080819467423782
2002-03-01,0.8584921131467831,3.839667343236006,3.072230244526716,4.10510318812559
2002-03-04,0.8515175165313866,3.844814255734696,3.100992784211484,4.102919814424448
2002-03-05,0.8437630488670719,3.8653505972297153,3.1063787936410545,4.1256112093243935
2002-03-06,0.8552660300363805,3.8632528410587166,3.090132948975475,4.156123850487913
2002-03-07,0.8613275537988685,3.851848282392076,3.1245651453969594,4.138350283595486
2002-03-08,0.857898616160436,3.873697891106478,3.1480240838962494,4.160260376786637
2002-03-11,0.8538619835998411,3.9247417778359206,3.2164729402518906,4.247185706147282
2002-03-12,0.8542451009022733,3.9539324085053558,3.239462458476589,4.294307643999096
2002-03-13,0.8487824720913942,3.9221713364799613,3.194173212227829,4.276092204614058
2002-03-14,0.851901532920805,3.9203879217597737,3.168003494494444,4.274252235592357
